label,code,class,key
"Personal history of surgery to heart and great vessels, presenting hazards to health",V151,ICD,nonpreop
History exposure to asbestos,V1584,ICD,nonpreop
History of fall,V1588,ICD,nonpreop
Kidney replaced by transplant,V420,ICD,nonpreop
Heart replaced by transplant,V421,ICD,nonpreop
Heart valve replaced by transplant,V422,ICD,nonpreop
Lung replaced by transplant,V426,ICD,nonpreop
Heart valve replaced by other means,V433,ICD,nonpreop
Cardiac pacemaker in situ,V4501,ICD,nonpreop
Automatic implantable cardiac defibrillator in situ,V4502,ICD,nonpreop
Postprocedural aortocoronary bypass status,V4581,ICD,nonpreop
Postprocedural percutaneous transluminal coronary angioplasty status,V4582,ICD,nonpreop
Other cardiorespiratory problems,V472,ICD,nonpreop
Awaiting organ transplant status,V4983,ICD,nonpreop
Fitting and adjustment of cardiac pacemaker,V5331,ICD,nonpreop
Removal int fixation device,V5401,ICD,nonpreop
Encounter for antineoplastic chemotherapy,V5811,ICD,nonpreop
Aftercare following organ transplant,V5844,ICD,nonpreop
Encounter for long-term (current) use of other medications,V5869,ICD,nonpreop
Encounter for therapeutic drug monitoring,V5883,ICD,nonpreop
"Follow-up examination following completed treatment with high-risk medications, not elsewhere classified",V6751,ICD,nonpreop
Observ suspected tb,V712,ICD,nonpreop
Observ following oth accident,V714,ICD,nonpreop
Observation for suspected cardiovascular disease,V717,ICD,nonpreop
Screening for pulmonary tb,V741,ICD,nonpreop
Screening mammogram ot,V7612,ICD,nonpreop
Special screening mal neo ot,V7649,ICD,nonpreop
Screening for defic anemia ot,V781,ICD,nonpreop
Unspecified septicemia,389,ICD,nonpreop
Sarcoidosis,135,ICD,nonpreop
"Malignant neoplasm of upper lobe, bronchus, or lung",1623,ICD,nonpreop
"Malignant neoplasm of bronchus and lung, unspecified site",1629,ICD,nonpreop
"Malignant neoplasm of breast (female), unspecified site",1749,ICD,nonpreop
Malignant neoplasm of prostate,185,ICD,nonpreop
Fluid overload,2766,ICD,nonpreop
Mitral stenosis,3940,ICD,nonpreop
Rheumatic mitral insufficiency,3941,ICD,nonpreop
Mitral stenosis with insufficiency,3942,ICD,nonpreop
Other and unspecified mitral valve diseases,3949,ICD,nonpreop
Rheumatic aortic stenosis,3950,ICD,nonpreop
Rheumatic aortic insufficiency,3951,ICD,nonpreop
Rheumatic aortic stenosis with insufficiency,3952,ICD,nonpreop
Other and unspecified rheumatic aortic diseases,3959,ICD,nonpreop
Mitral valve stenosis and aortic valve stenosis,3960,ICD,nonpreop
Mitral valve stenosis and aortic valve insufficiency,3961,ICD,nonpreop
Mitral valve insufficiency and aortic valve stenosis,3962,ICD,nonpreop
Mitral valve insufficiency and aortic valve insufficiency,3963,ICD,nonpreop
Multiple involvement of mitral and aortic valves,3968,ICD,nonpreop
Unspecified mitral and aortic valve diseases,3969,ICD,nonpreop
Diseases of tricuspid valve,3970,ICD,nonpreop
Rheumatic heart failure (congestive),39891,ICD,nonpreop
"Essential hypertension, malignant",4010,ICD,nonpreop
Malignant hypertensive heart disease without heart failure,40200,ICD,nonpreop
Malignant hypertensive heart disease with heart failure,40201,ICD,nonpreop
Benign hypertensive heart disease without heart failure,40210,ICD,nonpreop
Benign hypertensive heart disease with heart failure,40211,ICD,nonpreop
Unspecified hypertensive heart disease without heart failure,40290,ICD,nonpreop
"Hypertensive heart disease, unspecified, with heart failure",40291,ICD,nonpreop
"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage I-IV",40400,ICD,nonpreop
"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage I-IV",40401,ICD,nonpreop
"Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage I-IV",40410,ICD,nonpreop
"Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage V",40412,ICD,nonpreop
"Hypertensive heart and chronic kidney disease, benign, with heart failure and with chronic kidney disease stage V",40413,ICD,nonpreop
"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage I-IV",40490,ICD,nonpreop
"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and with chronic kidney disease stage I-IV",40491,ICD,nonpreop
"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage V",40492,ICD,nonpreop
"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and with chronic kidney disease stage V",40493,ICD,nonpreop
"Acute myocardial infarction of anterolateral wall, episode of care unspecified",41000,ICD,nonpreop
"Acute myocardial infarction of anterolateral wall, initial episode of care",41001,ICD,nonpreop
"Acute myocardial infarction of anterolateral wall, subsequent episode of care",41002,ICD,nonpreop
"Acute myocardial infarction of other anterior wall, episode of care unspecified",41010,ICD,nonpreop
"Acute myocardial infarction of other anterior wall, initial episode of care",41011,ICD,nonpreop
"Acute myocardial infarction of other anterior wall, subsequent episode of care",41012,ICD,nonpreop
"Acute myocardial infarction of inferolateral wall, episode of care unspecified",41020,ICD,nonpreop
"Acute myocardial infarction of inferolateral wall, initial episode of care",41021,ICD,nonpreop
"Acute myocardial infarction of inferolateral wall, subsequent episode of care",41022,ICD,nonpreop
"Acute myocardial infarction of inferoposterior wall, episode of care unspecified",41030,ICD,nonpreop
"Acute myocardial infarction of inferoposterior wall, initial episode of care",41031,ICD,nonpreop
"Acute myocardial infarction of inferoposterior wall, subsequent episode of care",41032,ICD,nonpreop
"Acute myocardial infarction of other inferior wall, episode of care unspecified",41040,ICD,nonpreop
"Acute myocardial infarction of other inferior wall, initial episode of care",41041,ICD,nonpreop
"Acute myocardial infarction of other inferior wall, subsequent episode of care",41042,ICD,nonpreop
"Acute myocardial infarction of other lateral wall, episode of care unspecified",41050,ICD,nonpreop
"Acute myocardial infarction of other lateral wall, initial episode of care",41051,ICD,nonpreop
"Acute myocardial infarction of other lateral wall, subsequent episode of care",41052,ICD,nonpreop
"Acute myocardial infarction, subendocardial infarction, episode of care unspecified",41070,ICD,nonpreop
"Acute myocardial infarction, subendocardial infarction, initial episode of care",41071,ICD,nonpreop
"Acute myocardial infarction, subendocardial infarction, subsequent episode of care",41072,ICD,nonpreop
"Acute myocardial infarction of other specified sites, episode of care unspecified",41080,ICD,nonpreop
"Acute myocardial infarction of other specified sites, initial episode of care",41081,ICD,nonpreop
"Acute myocardial infarction of other specified sites, subsequent episode of care",41082,ICD,nonpreop
"Acute myocardial infarction, unspecified site, episode of care unspecified",41090,ICD,nonpreop
"Acute myocardial infarction, unspecified site, initial episode of care",41091,ICD,nonpreop
"Acute myocardial infarction, unspecified site, subsequent episode of care",41092,ICD,nonpreop
Postmyocardial infarction syndrome,4110,ICD,nonpreop
Intermediate coronary syndrome,4111,ICD,nonpreop
Acute coronary occlusion without myocardial infarction,41181,ICD,nonpreop
Other acute and subacute form of ischemic heart disease,41189,ICD,nonpreop
Old myocardial infarction,412,ICD,nonpreop
Angina decubitus,4130,ICD,nonpreop
Prinzmetal angina,4131,ICD,nonpreop
Other and unspecified angina pectoris,4139,ICD,nonpreop
"Coronary atherosclerosis of unspecified type of vessel, native or graft",41400,ICD,nonpreop
Coronary atherosclerosis of native coronary artery,41401,ICD,nonpreop
Coronary atherosclerosis of autologous vein bypass graft,41402,ICD,nonpreop
Coronary atherosclerosis of nonautologous biological bypass graft,41403,ICD,nonpreop
Coronary atherosclerosis of artery bypass graft,41404,ICD,nonpreop
Coronary atherosclerosis of unspecified type of bypass graft,41405,ICD,nonpreop
"Coronary atherosclerosis, of native coronary artery of transplanted heart",41406,ICD,nonpreop
"Coronary atherosclerosis, of bypass graft (artery) (vein) of transplanted heart",41407,ICD,nonpreop
Aneurysm of heart,41410,ICD,nonpreop
Aneurysm of coronary vessels,41411,ICD,nonpreop
Other aneurysm of heart,41419,ICD,nonpreop
Chronic total occlusion of coronary artery,4142,ICD,nonpreop
Coronary atherosclerosis due to lipid rich plaque,4143,ICD,nonpreop
Other specified forms of chronic ischemic heart disease,4148,ICD,nonpreop
Unspecified chronic ischemic heart disease,4149,ICD,nonpreop
Iatrogenic pulmonary embolism and infarction,41511,ICD,nonpreop
Other pulmonary embolism and infarction,41519,ICD,nonpreop
Primary pulmonary hypertension,4160,ICD,nonpreop
Other chronic pulmonary heart diseases,4168,ICD,nonpreop
Unspecified chronic pulmonary heart disease,4169,ICD,nonpreop
Unspecified acute pericarditis,42090,ICD,nonpreop
Acute idiopathic pericarditis,42091,ICD,nonpreop
Acute and subacute bacterial endocarditis,4210,ICD,nonpreop
Other specified diseases of pericardium,4238,ICD,nonpreop
Unspecified disease of pericardium,4239,ICD,nonpreop
Mitral valve disorders,4240,ICD,nonpreop
Aortic valve disorders,4241,ICD,nonpreop
"Tricuspid valve disorders, specified as nonrheumatic",4242,ICD,nonpreop
Pulmonary valve disorders,4243,ICD,nonpreop
"Endocarditis, valve unspecified, unspecified cause",42490,ICD,nonpreop
Endomyocardial fibrosis,4250,ICD,nonpreop
Hypertrophic obstructive cardiomyopathy,4251,ICD,nonpreop
Other primary cardiomyopathies,4254,ICD,nonpreop
Alcoholic cardiomyopathy,4255,ICD,nonpreop
Cardiomyopathy in other diseases classified elsewhere,4258,ICD,nonpreop
Unspecified secondary cardiomyopathy,4259,ICD,nonpreop
"Atrioventricular block, complete",4260,ICD,nonpreop
Unspecified atrioventricular block,42610,ICD,nonpreop
First degree atrioventricular block,42611,ICD,nonpreop
Mobitz (type) II atrioventricular block,42612,ICD,nonpreop
Other second degree atrioventricular block,42613,ICD,nonpreop
Left bundle branch hemiblock,4262,ICD,nonpreop
Other left bundle branch block,4263,ICD,nonpreop
Right bundle branch block,4264,ICD,nonpreop
Unspecified bundle branch block,42650,ICD,nonpreop
Right bundle branch block and left posterior fascicular block,42651,ICD,nonpreop
Right bundle branch block and left anterior fascicular block,42652,ICD,nonpreop
Other bilateral bundle branch block,42653,ICD,nonpreop
Other heart block,4266,ICD,nonpreop
Anomalous atrioventricular excitation,4267,ICD,nonpreop
Long QT syndrome,42682,ICD,nonpreop
Other specified conduction disorder,42689,ICD,nonpreop
Unspecified conduction disorder,4269,ICD,nonpreop
Paroxysmal supraventricular tachycardia,4270,ICD,nonpreop
Paroxysmal ventricular tachycardia,4271,ICD,nonpreop
Unspecified paroxysmal tachycardia,4272,ICD,nonpreop
Atrial fibrillation,42731,ICD,nonpreop
Atrial flutter,42732,ICD,nonpreop
Ventricular fibrillation,42741,ICD,nonpreop
Ventricular flutter,42742,ICD,nonpreop
Cardiac arrest,4275,ICD,nonpreop
Unspecified premature beats,42760,ICD,nonpreop
Supraventricular premature beats,42761,ICD,nonpreop
Other premature beats,42769,ICD,nonpreop
Sinoatrial node dysfunction,42781,ICD,nonpreop
Other specified cardiac dysrhythmias,42789,ICD,nonpreop
Unspecified cardiac dysrhythmia,4279,ICD,nonpreop
"Congestive heart failure, unspecified",4280,ICD,nonpreop
Left heart failure,4281,ICD,nonpreop
Unspecified systolic heart failure,42820,ICD,nonpreop
Acute systolic heart failure,42821,ICD,nonpreop
Chronic systolic heart failure,42822,ICD,nonpreop
Acute on chronic systolic heart failure,42823,ICD,nonpreop
Unspecified diastolic heart failure,42830,ICD,nonpreop
Acute diastolic heart failure,42831,ICD,nonpreop
Chronic diastolic heart failure,42832,ICD,nonpreop
Acute on chronic diastolic heart failure,42833,ICD,nonpreop
Unspecified combined systolic and diastolic heart failure,42840,ICD,nonpreop
Acute combined systolic and diastolic heart failure,42841,ICD,nonpreop
Chronic combined systolic and diastolic heart failure,42842,ICD,nonpreop
Acute on chronic combined systolic and diastolic heart failure,42843,ICD,nonpreop
Unspecified heart failure,4289,ICD,nonpreop
Unspecified myocarditis,4290,ICD,nonpreop
Myocardial degeneration,4291,ICD,nonpreop
Unspecified cardiovascular disease,4292,ICD,nonpreop
Cardiomegaly,4293,ICD,nonpreop
Functional disturbances following cardiac surgery,4294,ICD,nonpreop
Acquired cardiac septal defect,42971,ICD,nonpreop
Other disorders of papillary muscle,42981,ICD,nonpreop
Hyperkinetic heart disease,42982,ICD,nonpreop
Other ill-defined heart disease,42989,ICD,nonpreop
Unspecified heart disease,4299,ICD,nonpreop
Occlusion and stenosis of carotid artery without mention of cerebral infarction,43310,ICD,nonpreop
Occlusion and stenosis of carotid artery with cerebral infarction,43311,ICD,nonpreop
Occlusion and stenosis of multiple and bilateral precerebral arteries without mention of c,43330,ICD,nonpreop
Cerebral embolism with cerebral infarction,43411,ICD,nonpreop
Unspecified cerebral artery occlusion without mention of cerebral infarction,43490,ICD,nonpreop
Unspecified cerebral artery occlusion with cerebral infarction,43491,ICD,nonpreop
Other specified transient cerebral ischemias,4358,ICD,nonpreop
Unspecified transient cerebral ischemia,4359,ICD,nonpreop
"Acute, but ill-defined, cerebrovascular disease",436,ICD,nonpreop
Cerebral atherosclerosis,4370,ICD,nonpreop
Atherosclerosis of aorta,4400,ICD,nonpreop
Atherosclerosis of renal artery,4401,ICD,nonpreop
"Atherosclerosis of native arteries of the extremities, unspecified",44020,ICD,nonpreop
Atherosclerosis of native arteries of the extremities with intermittent claudication,44021,ICD,nonpreop
Atherosclerosis of native arteries of the extremities with rest pain,44022,ICD,nonpreop
Atherosclerosis of native arteries of the extremities with ulceration,44023,ICD,nonpreop
Atherosclerosis of native arteries of the extremities with gangrene,44024,ICD,nonpreop
Atherosclerosis of other specified arteries,4408,ICD,nonpreop
Generalized and unspecified atherosclerosis,4409,ICD,nonpreop
"Dissecting aortic aneurysm (any part), unspecified site",44100,ICD,nonpreop
"Dissecting aortic aneurysm (any part), thoracic",44101,ICD,nonpreop
"Dissecting aortic aneurysm (any part), abdominal",44102,ICD,nonpreop
Thoracic aneurysm without mention of rupture,4412,ICD,nonpreop
Abdominal aneurysm without mention of rupture,4414,ICD,nonpreop
Thoracoabdominal aneurysm without mention of rupture,4417,ICD,nonpreop
Aortic aneurysm of unspecified site without mention of rupture,4419,ICD,nonpreop
Other peripheral vascular disease,44389,ICD,nonpreop
Embolism and thrombosis of arteries of lower extremity,44422,ICD,nonpreop
Stricture of artery,4471,ICD,nonpreop
Other specified disorders of arteries and arterioles,4478,ICD,nonpreop
Unspecified disorders of arteries and arterioles,4479,ICD,nonpreop
Orthostatic hypotension,4580,ICD,nonpreop
Other iatrogenic hypotension,45829,ICD,nonpreop
Unspecified hypotension,4589,ICD,nonpreop
"Obstructive chronic bronchitis, without exacerbation",49120,ICD,nonpreop
"Obstructive chronic bronchitis, with (acute) exacerbation",49121,ICD,nonpreop
Other emphysema,4928,ICD,nonpreop
"Chronic obstructive asthma, unspecified",49320,ICD,nonpreop
"Chronic obstructive asthma, with (acute) exacerbation",49322,ICD,nonpreop
"Asthma, unspecified, unspecified status",49390,ICD,nonpreop
"Asthma, unspecified, with (acute) exacerbation",49392,ICD,nonpreop
"Chronic airway obstruction, not elsewhere classified",496,ICD,nonpreop
Pleurisy without mention of effusion or current tuberculosis,5110,ICD,nonpreop
Unspecified pleural effusion,5119,ICD,nonpreop
Pulmonary congestion and hypostasis,514,ICD,nonpreop
Postinflammatory pulmonary fibrosis,515,ICD,nonpreop
Unspecified acute edema of lung,5184,ICD,nonpreop
Acute respiratory failure,51881,ICD,nonpreop
"Other pulmonary insufficiency, not elsewhere classified",51882,ICD,nonpreop
Acute and chronic respiratory failure,51884,ICD,nonpreop
"Other diseases of lung, not elsewhere classified",51889,ICD,nonpreop
Unspecified disease of the jaws,5269,ICD,nonpreop
Acute cholecystitis,5750,ICD,nonpreop
Acute pancreatitis,5770,ICD,nonpreop
Unspecified acute renal failure,5849,ICD,nonpreop
End stage renal disease,5856,ICD,nonpreop
Difficulty in walking,7197,ICD,nonpreop
Lumbago,7242,ICD,nonpreop
Unspecified backache,7245,ICD,nonpreop
Muscle weakness (generalized),72887,ICD,nonpreop
Unspecified myalgia and myositis,7291,ICD,nonpreop
